pair	N	S	alignmentcoverage	alignmentidentity	alignmentlength	dN	dN/dS	dS	family	g1	g2	l	node	node_averaged_dS_outlierexcluded	node_averaged_dS_outlierincluded	strippedalignmentlength	t	weightoutlierexcluded	weightoutlierincluded	gene1	gene2
DBVPG3857_009410-T1__DBVPG3857_010091-T1	109.4	19.6	0.0227392913802221	0.0930232558139534	5673.0	0.0002	0.001	0.2194	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_09936	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_09263	-173.819477	8.0	0.2194	0.2194	129.0	0.1005	1.0	1.0	DBVPG3857_010091-T1	DBVPG3857_009410-T1
DBVPG3857_001355-T1__DBVPG3857_009410-T1	108.5	20.5	0.0227392913802221	0.0930232558139534	5673.0	0.5428	0.1858	2.9211	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_01335	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_09263	-301.186202	4.0	3.4418375	3.4418375	129.0	2.7622	0.125	0.125	DBVPG3857_001355-T1	DBVPG3857_009410-T1
DBVPG3857_001355-T1__DBVPG3857_010091-T1	107.0	22.0	0.0227392913802221	0.0930232558139534	5673.0	0.5501	0.1966	2.7975	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_01335	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_09936	-303.919692	4.0	3.4418375	3.4418375	129.0	2.7979	0.125	0.125	DBVPG3857_001355-T1	DBVPG3857_010091-T1
DBVPG3857_000070-T1__DBVPG3857_009410-T1	105.5	23.5	0.0227392913802221	0.0930232558139534	5673.0	0.5762	0.1798	3.2041	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_00069	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_09263	-307.662862	4.0	3.4418375	3.4418375	129.0	3.1618	0.125	0.125	DBVPG3857_000070-T1	DBVPG3857_009410-T1
DBVPG3857_000070-T1__DBVPG3857_010091-T1	104.2	24.8	0.0227392913802221	0.0930232558139534	5673.0	0.5826	0.2319	2.5126	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_00069	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_09936	-309.573329	4.0	3.4418375	3.4418375	129.0	2.8592	0.125	0.125	DBVPG3857_000070-T1	DBVPG3857_010091-T1
DBVPG3857_007242-T1__DBVPG3857_009410-T1	109.3	19.7	0.0227392913802221	0.0930232558139534	5673.0	0.3545	0.0853	4.1568	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_07130	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_09263	-284.212803	4.0	3.4418375	3.4418375	129.0	2.8015	0.125	0.125	DBVPG3857_007242-T1	DBVPG3857_009410-T1
DBVPG3857_007242-T1__DBVPG3857_010091-T1	108.1	20.9	0.0227392913802221	0.0930232558139534	5673.0	0.356	0.0868	4.1013	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_07130	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_09936	-286.941714	4.0	3.4418375	3.4418375	129.0	2.8888	0.125	0.125	DBVPG3857_007242-T1	DBVPG3857_010091-T1
DBVPG3857_009410-T1__DBVPG3857_010617-T1	109.0	20.0	0.0227392913802221	0.0930232558139534	5673.0	0.3375	0.0814	4.1471	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_10458	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_09263	-283.29271	4.0	3.4418375	3.4418375	129.0	2.785	0.125	0.125	DBVPG3857_010617-T1	DBVPG3857_009410-T1
DBVPG3857_010091-T1__DBVPG3857_010617-T1	107.7	21.3	0.0227392913802221	0.0930232558139534	5673.0	0.3413	0.0924	3.6942	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_10458	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_09936	-285.906785	4.0	3.4418375	3.4418375	129.0	2.6826	0.125	0.125	DBVPG3857_010617-T1	DBVPG3857_010091-T1
DBVPG3857_000070-T1__DBVPG3857_001355-T1	95.9	33.1	0.0227392913802221	0.0930232558139534	5673.0	0.0229	0.1604	0.1428	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_00069	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_01335	-188.88776	6.0	0.1428	0.1428	129.0	0.1611	1.0	1.0	DBVPG3857_000070-T1	DBVPG3857_001355-T1
DBVPG3857_006947-T1__DBVPG3857_009410-T1	110.3	18.7	0.0227392913802221	0.0930232558139534	5673.0	0.8651	0.6561	1.3184	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_06838	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_09263	-302.301278	0.0	2.3709352	15.273965476190474	129.0	2.7926	0.004	0.0029761904761904	DBVPG3857_006947-T1	DBVPG3857_009410-T1
DBVPG3857_006947-T1__DBVPG3857_010091-T1	109.3	19.7	0.0227392913802221	0.0930232558139534	5673.0	0.8666	0.6388	1.3566	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_06838	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa_09936	-306.157347	0.0	2.3709352	15.273965476190474	129.0	2.8236	0.004	0.0029761904761904	DBVPG3857_006947-T1	DBVPG3857_010091-T1
