pair	N	S	alignmentcoverage	alignmentidentity	alignmentlength	dN	dN/dS	dS	family	g1	g2	l	node	node_averaged_dS_outlierexcluded	node_averaged_dS_outlierincluded	strippedalignmentlength	t	weightoutlierexcluded	weightoutlierincluded	gene1	gene2
TFCN17333P6_000558-T1__TFCN17333P6_005597-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_05549	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_00552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17333P6_005597-T1	TFCN17333P6_000558-T1
TFCN17333P6_002585-T1__TFCN17333P6_005597-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_05549	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_02556	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17333P6_005597-T1	TFCN17333P6_002585-T1
TFCN17333P6_003641-T1__TFCN17333P6_005597-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_05549	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_03602	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17333P6_005597-T1	TFCN17333P6_003641-T1
TFCN17333P6_004344-T1__TFCN17333P6_005597-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_05549	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_04302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17333P6_005597-T1	TFCN17333P6_004344-T1
TFCN17333P6_005597-T1__TFCN17333P6_008915-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_05549	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_08806	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17333P6_005597-T1	TFCN17333P6_008915-T1
TFCN17333P6_000387-T1__TFCN17333P6_005597-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_05549	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_00382	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17333P6_005597-T1	TFCN17333P6_000387-T1
TFCN17333P6_005597-T1__TFCN17333P6_005950-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_05549	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_05899	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17333P6_005597-T1	TFCN17333P6_005950-T1
TFCN17333P6_002170-T1__TFCN17333P6_005597-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_05549	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_02149	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17333P6_005597-T1	TFCN17333P6_002170-T1
TFCN17333P6_005597-T1__TFCN17333P6_006371-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_05549	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_06316	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17333P6_005597-T1	TFCN17333P6_006371-T1
TFCN17333P6_005597-T1__TFCN17333P6_014016-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_05549	Rhodotorula_mucilaginosa_TFCN_17-333P-6.cds.fa_13816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17333P6_005597-T1	TFCN17333P6_014016-T1
