pair	N	S	alignmentcoverage	alignmentidentity	alignmentlength	dN	dN/dS	dS	family	g1	g2	l	node	node_averaged_dS_outlierexcluded	node_averaged_dS_outlierincluded	strippedalignmentlength	t	weightoutlierexcluded	weightoutlierincluded	gene1	gene2
TFCN17337P5_002355-T1__TFCN17337P5_010274-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_10153	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_02338	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17337P5_010274-T1	TFCN17337P5_002355-T1
TFCN17337P5_005878-T1__TFCN17337P5_010274-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_10153	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_05810	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17337P5_010274-T1	TFCN17337P5_005878-T1
TFCN17337P5_006539-T1__TFCN17337P5_010274-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_10153	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_06455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17337P5_010274-T1	TFCN17337P5_006539-T1
TFCN17337P5_007455-T1__TFCN17337P5_010274-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_10153	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_07359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17337P5_010274-T1	TFCN17337P5_007455-T1
TFCN17337P5_000008-T1__TFCN17337P5_010274-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_10153	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_00007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17337P5_010274-T1	TFCN17337P5_000008-T1
TFCN17337P5_005503-T1__TFCN17337P5_010274-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_10153	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_05440	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17337P5_010274-T1	TFCN17337P5_005503-T1
TFCN17337P5_002928-T1__TFCN17337P5_010274-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_10153	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_02904	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17337P5_010274-T1	TFCN17337P5_002928-T1
TFCN17337P5_004875-T1__TFCN17337P5_010274-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_10153	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_04830	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17337P5_010274-T1	TFCN17337P5_004875-T1
TFCN17337P5_004585-T1__TFCN17337P5_010274-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_10153	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_04546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17337P5_010274-T1	TFCN17337P5_004585-T1
TFCN17337P5_010274-T1__TFCN17337P5_013785-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_10153	Rhodotorula_mucilaginosa_TFCN_17-337P-5.cds.fa_13592	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17337P5_010274-T1	TFCN17337P5_013785-T1
