pair	N	S	alignmentcoverage	alignmentidentity	alignmentlength	dN	dN/dS	dS	family	g1	g2	l	node	node_averaged_dS_outlierexcluded	node_averaged_dS_outlierincluded	strippedalignmentlength	t	weightoutlierexcluded	weightoutlierincluded	gene1	gene2
TFCN17390M1_004102-T1__TFCN17390M1_011131-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000002	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_10982	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_04057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17390M1_011131-T1	TFCN17390M1_004102-T1
TFCN17390M1_004545-T1__TFCN17390M1_011131-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000002	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_10982	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_04496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17390M1_011131-T1	TFCN17390M1_004545-T1
TFCN17390M1_011059-T1__TFCN17390M1_011131-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000002	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_10982	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_10913	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17390M1_011131-T1	TFCN17390M1_011059-T1
TFCN17390M1_001311-T1__TFCN17390M1_011131-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000002	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_10982	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_01293	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17390M1_011131-T1	TFCN17390M1_001311-T1
TFCN17390M1_000775-T1__TFCN17390M1_011131-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000002	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_10982	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_00760	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17390M1_011131-T1	TFCN17390M1_000775-T1
TFCN17390M1_004862-T1__TFCN17390M1_011131-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000002	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_10982	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_04811	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17390M1_011131-T1	TFCN17390M1_004862-T1
TFCN17390M1_004847-T1__TFCN17390M1_011131-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000002	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_10982	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_04796	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17390M1_011131-T1	TFCN17390M1_004847-T1
TFCN17390M1_009421-T1__TFCN17390M1_011131-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000002	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_10982	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_09304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17390M1_011131-T1	TFCN17390M1_009421-T1
TFCN17390M1_001676-T1__TFCN17390M1_011131-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000002	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_10982	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_01658	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17390M1_011131-T1	TFCN17390M1_001676-T1
TFCN17390M1_000762-T1__TFCN17390M1_011131-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000002	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_10982	Rhodotorula_mucilaginosa_TFCN_17-390M-1.cds.fa_00747	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17390M1_011131-T1	TFCN17390M1_000762-T1
