CCFEE_5036	175	19925181	512	584254	54164	113858.18	24	310430	72	83264	60.58	NA	17	14	96.1	96.0	0.1	1.2	2.7	1764	12233604	11207032	165.3
CHIFNET_10NJ071	4904	42661397	500	450825	691	8699.31	100	129498	378	16608	58.71	1	32	41	96.7	22.4	74.3	1.1	2.2	1764	14097972	11849016	41.7
CHIFNET_12H1194	192	19421020	519	1122207	4755	101151.15	15	345586	53	109982	60.53	NA	13	20	94.0	94.0	0.0	1.0	5.0	1764	15172264	12921498	99.8
CHIFNET_12H1239	233	19726476	501	1182277	5654	84662.99	21	301064	66	81622	60.55	NA	19	13	94.9	94.8	0.1	1.3	3.8	1764	6996726	6107458	46.4
CHIFNET_12TZ210	170	19512598	510	828529	10548	114779.99	17	445001	51	103666	60.59	1	10	20	94.5	94.4	0.1	1.2	4.3	1764	13925662	11961787	92.0
CHIFNET_12TZ220	170	19878283	501	807623	20378	116931.08	19	348882	57	110596	60.58	1	11	21	96.4	96.3	0.1	0.8	2.8	1764	13638794	11441694	86.3
CHIFNET_12TZ307	182	19586246	501	967349	5907	107616.74	17	424668	50	114507	60.54	NA	19	13	94.8	94.7	0.1	0.9	4.3	1764	13953596	11644501	89.2
CHIFNET_12TZ349	177	19502829	501	791643	16430	110185.47	21	335440	58	102624	60.59	NA	12	18	94.5	94.4	0.1	1.1	4.4	1764	13130906	11367670	87.4
CHIFNET_13H1268	612	40260968	502	718312	23939	65785.90	67	178717	231	45075	60.58	NA	28	27	97.3	19.4	77.9	1.0	1.7	1764	13404162	12172243	45.4
CHIFNET_13TZ419	153	19267905	502	972622	20512	125934.02	18	388565	52	113923	60.58	1	20	12	93.0	92.9	0.1	1.2	5.8	1764	14933972	12946869	100.8
CHIFNET_14HX707	181	19728758	501	1222367	5905	108998.66	17	435371	51	125017	60.51	NA	14	17	95.2	95.1	0.1	1.0	3.8	1764	14747930	12605632	95.8
CHIFNET_14NJ214	1627	40074826	505	196443	13395	24631.12	245	50192	786	14427	60.57	NA	23	32	95.8	30.1	65.7	1.8	2.4	1764	8494596	7403876	27.7
CHIFNET_14NJ227	251	19686219	501	616793	26444	78431.15	30	234803	93	65372	60.57	NA	19	12	94.7	94.6	0.1	1.4	3.9	1764	5946010	5077935	38.7
CHIFNET_14NJ231	196	19499035	501	791552	5687	99484.87	19	353683	55	106031	60.57	NA	17	14	94.3	94.2	0.1	0.9	4.8	1764	12484964	10638083	81.8
CHIFNET_15TZ568	166	19712224	501	910873	16431	118748.34	17	418425	53	103943	60.57	NA	16	15	95.5	95.4	0.1	1.1	3.4	1764	14543052	12815335	97.5
CHIFNET_16H1488	180	19412905	501	1186059	5469	107849.47	17	384091	54	113923	60.59	NA	18	14	94.6	94.5	0.1	0.8	4.6	1764	12570978	10726215	82.9
CHIFNET_16TZ588	163	19415533	501	1375019	8405	119113.70	18	351517	52	129034	60.59	NA	17	15	94.1	94.0	0.1	1.0	4.9	1764	15621718	13649883	105.5
CHIFNET_16TZ598	169	19511032	501	1014687	21834	115449.89	19	387339	55	113922	60.59	NA	15	17	94.6	94.5	0.1	1.1	4.3	1764	13016362	11144133	85.7
CHIFNET_17TZ638	172	19561272	501	1390119	5683	113728.33	17	426898	49	117694	60.58	NA	15	16	95.0	95.0	0.0	0.9	4.1	1764	16055890	14216529	109.0
CHIFNET_17TZ653	164	19849096	502	828438	10500	121031.07	20	354091	53	114524	60.57	1	15	15	96.4	96.3	0.1	0.9	2.7	1764	14220332	12544662	94.8
CHIFNET_17TZ658	170	19970570	501	793178	11193	117473.94	18	429760	54	113923	60.58	NA	17	14	96.9	96.8	0.1	1.0	2.1	1764	14207836	12496017	93.9
CHIFNET_18HX1218	157	19545688	510	1391765	11247	124494.83	15	407958	51	105152	60.59	NA	11	18	94.8	94.8	0.0	1.0	4.2	1764	41560104	38402427	294.7
CHIFNET_18HX1225	197	19045929	504	922516	8405	96679.84	20	311668	62	97654	60.56	NA	11	20	92.6	92.6	0.0	0.8	6.6	1764	43715510	38961622	306.8
CHIFNET_18NJ590	4018	41975929	500	690059	1062	10446.97	73	153501	691	4343	60.19	NA	38	32	97.6	29.3	68.3	0.7	1.7	1764	47669644	44312027	158.3
CHIFNET_18TZ699	158	19553304	501	1388691	11247	123755.09	17	356429	50	114652	60.59	NA	13	16	95.0	95.0	0.0	0.9	4.1	1764	39926632	36573844	280.6
CHIFNET_19HX1293	152	19509758	501	1069471	16421	128353.67	17	425299	49	118605	60.59	NA	14	16	94.9	94.8	0.1	0.9	4.2	1764	41930838	38135043	293.2
CHIFNET_A343	152	19365519	501	828573	10500	127404.73	17	424626	49	130613	60.59	NA	10	21	94.4	94.4	0.0	1.0	4.6	1764	37913200	33394203	258.7
CHIFNET_CBS316	255	19054602	508	797974	4361	74723.93	22	287134	72	85451	60.55	NA	13	19	92.4	92.3	0.1	1.0	6.6	1764	32007258	27341187	215.2
