pair	N	S	alignmentcoverage	alignmentidentity	alignmentlength	dN	dN/dS	dS	family	g1	g2	l	node	node_averaged_dS_outlierexcluded	node_averaged_dS_outlierincluded	strippedalignmentlength	t	weightoutlierexcluded	weightoutlierincluded	gene1	gene2
TFCN17Y2781_006369-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_06293	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_006369-T1
TFCN17Y2781_002976-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_02951	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_002976-T1
TFCN17Y2781_002208-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_02192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_002208-T1
TFCN17Y2781_009654-T1__TFCN17Y2781_012253-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_12079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_012253-T1
TFCN17Y2781_006174-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_06104	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_006174-T1
TFCN17Y2781_002111-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_02095	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_002111-T1
TFCN17Y2781_005230-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_05170	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_005230-T1
TFCN17Y2781_003660-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_03629	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_003660-T1
TFCN17Y2781_006452-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_06371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_006452-T1
TFCN17Y2781_003454-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_03426	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_003454-T1
TFCN17Y2781_001629-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_01618	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_001629-T1
TFCN17Y2781_009187-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_009187-T1
TFCN17Y2781_009654-T1__TFCN17Y2781_013493-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_13286	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_013493-T1
TFCN17Y2781_009353-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09238	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_009353-T1
TFCN17Y2781_003058-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_03033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_003058-T1
TFCN17Y2781_002292-T1__TFCN17Y2781_009654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_09535	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa_02276	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN17Y2781_009654-T1	TFCN17Y2781_002292-T1
