pair	N	S	alignmentcoverage	alignmentidentity	alignmentlength	dN	dN/dS	dS	family	g1	g2	l	node	node_averaged_dS_outlierexcluded	node_averaged_dS_outlierincluded	strippedalignmentlength	t	weightoutlierexcluded	weightoutlierincluded	gene1	gene2
DBVPG3775_001425-T1__DBVPG3775_004694-T1	68.3	18.7	0.0109640831758034	0.1034482758620689	7935.0	0.5334	0.4998	1.0673	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_01409	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04641	-200.274877	12.0	1.5134727272727273	8.45486	87.0	1.9439	0.0909090909090909	0.0666666666666666	DBVPG3775_001425-T1	DBVPG3775_004694-T1
DBVPG3775_002229-T1__DBVPG3775_004694-T1	67.0	20.0	0.0109640831758034	0.1034482758620689	7935.0	0.4879	0.0325	15.028	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_02204	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04641	-207.979421	12.0	1.5134727272727273	8.45486	87.0	11.4944	NaN	0.0666666666666666	DBVPG3775_002229-T1	DBVPG3775_004694-T1
DBVPG3775_001966-T1__DBVPG3775_004694-T1	68.3	18.7	0.0109640831758034	0.1034482758620689	7935.0	0.4142	0.2785	1.4873	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_01943	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04641	-197.789979	12.0	1.5134727272727273	8.45486	87.0	1.934	0.0909090909090909	0.0666666666666666	DBVPG3775_001966-T1	DBVPG3775_004694-T1
DBVPG3775_004406-T1__DBVPG3775_004694-T1	67.9	19.1	0.0109640831758034	0.1034482758620689	7935.0	0.4778	1.0315	0.4632	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04358	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04641	-195.208575	12.0	1.5134727272727273	8.45486	87.0	1.4239	0.0909090909090909	0.0666666666666666	DBVPG3775_004406-T1	DBVPG3775_004694-T1
DBVPG3775_004113-T1__DBVPG3775_004694-T1	73.5	13.5	0.0109640831758034	0.1034482758620689	7935.0	0.5064	0.3603	1.4053	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04069	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04641	-194.580851	12.0	1.5134727272727273	8.45486	87.0	1.9368	0.0909090909090909	0.0666666666666666	DBVPG3775_004113-T1	DBVPG3775_004694-T1
DBVPG3775_004535-T1__DBVPG3775_004694-T1	64.6	22.4	0.0109640831758034	0.1034482758620689	7935.0	0.6782	0.7616	0.8905	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04486	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04641	-214.533755	12.0	1.5134727272727273	8.45486	87.0	2.1989	0.0909090909090909	0.0666666666666666	DBVPG3775_004535-T1	DBVPG3775_004694-T1
DBVPG3775_004694-T1__DBVPG3775_005505-T1	68.7	18.3	0.0109640831758034	0.1034482758620689	7935.0	0.322	0.1919	1.6777	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_05438	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04641	-193.472304	12.0	1.5134727272727273	8.45486	87.0	1.8223	0.0909090909090909	0.0666666666666666	DBVPG3775_005505-T1	DBVPG3775_004694-T1
DBVPG3775_002948-T1__DBVPG3775_004694-T1	67.6	19.4	0.0109640831758034	0.1034482758620689	7935.0	0.5048	0.3893	1.2967	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_02915	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04641	-205.481086	12.0	1.5134727272727273	8.45486	87.0	2.0431	0.0909090909090909	0.0666666666666666	DBVPG3775_002948-T1	DBVPG3775_004694-T1
DBVPG3775_004694-T1__DBVPG3775_005417-T1	69.8	17.2	0.0109640831758034	0.1034482758620689	7935.0	0.5529	0.4787	1.155	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_05351	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04641	-208.01884	12.0	1.5134727272727273	8.45486	87.0	2.0149	0.0909090909090909	0.0666666666666666	DBVPG3775_005417-T1	DBVPG3775_004694-T1
DBVPG3775_004163-T1__DBVPG3775_004694-T1	68.3	18.7	0.0109640831758034	0.1034482758620689	7935.0	0.6662	0.7319	0.9103	GF00000001	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04119	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa_04641	-210.446299	12.0	1.5134727272727273	8.45486	87.0	2.1556	0.0909090909090909	0.0666666666666666	DBVPG3775_004163-T1	DBVPG3775_004694-T1
