pair	N	S	alignmentcoverage	alignmentidentity	alignmentlength	dN	dN/dS	dS	family	g1	g2	l	node	node_averaged_dS_outlierexcluded	node_averaged_dS_outlierincluded	strippedalignmentlength	t	weightoutlierexcluded	weightoutlierincluded	gene1	gene2
TFCN22C4_000162-T1__TFCN22C4_003652-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_03620	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_003652-T1
TFCN22C4_000162-T1__TFCN22C4_003523-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_03491	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_003523-T1
TFCN22C4_000162-T1__TFCN22C4_009113-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_09008	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_009113-T1
TFCN22C4_000162-T1__TFCN22C4_010192-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_10078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_010192-T1
TFCN22C4_000162-T1__TFCN22C4_007220-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_07135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_007220-T1
TFCN22C4_000162-T1__TFCN22C4_004608-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_04559	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_004608-T1
TFCN22C4_000162-T1__TFCN22C4_004065-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_04028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_004065-T1
TFCN22C4_000162-T1__TFCN22C4_002648-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_02624	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_002648-T1
TFCN22C4_000162-T1__TFCN22C4_002975-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_02950	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_002975-T1
TFCN22C4_000162-T1__TFCN22C4_000974-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00965	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_000974-T1
TFCN22C4_000162-T1__TFCN22C4_008475-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_08376	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_008475-T1
TFCN22C4_000162-T1__TFCN22C4_010756-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_10627	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_010756-T1
TFCN22C4_000162-T1__TFCN22C4_011563-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_11420	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_011563-T1
TFCN22C4_000162-T1__TFCN22C4_006545-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_00158	Rhodotorula_mucilaginosa_TFCN_22C-4.cds.fa_06471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN22C4_000162-T1	TFCN22C4_006545-T1
