pair	N	S	alignmentcoverage	alignmentidentity	alignmentlength	dN	dN/dS	dS	family	g1	g2	l	node	node_averaged_dS_outlierexcluded	node_averaged_dS_outlierincluded	strippedalignmentlength	t	weightoutlierexcluded	weightoutlierincluded	gene1	gene2
TFCN1702E3902_000497-T1__TFCN1702E3902_001823-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_00484	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_01799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN1702E3902_000497-T1	TFCN1702E3902_001823-T1
TFCN1702E3902_000497-T1__TFCN1702E3902_005657-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_00484	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_05586	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN1702E3902_000497-T1	TFCN1702E3902_005657-T1
TFCN1702E3902_000497-T1__TFCN1702E3902_005567-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_00484	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_05496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN1702E3902_000497-T1	TFCN1702E3902_005567-T1
TFCN1702E3902_000497-T1__TFCN1702E3902_006366-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_00484	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_06288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN1702E3902_000497-T1	TFCN1702E3902_006366-T1
TFCN1702E3902_000497-T1__TFCN1702E3902_003222-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_00484	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_03185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN1702E3902_000497-T1	TFCN1702E3902_003222-T1
TFCN1702E3902_000497-T1__TFCN1702E3902_003027-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_00484	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_02994	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN1702E3902_000497-T1	TFCN1702E3902_003027-T1
TFCN1702E3902_000181-T1__TFCN1702E3902_000497-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_00484	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_00173	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN1702E3902_000497-T1	TFCN1702E3902_000181-T1
TFCN1702E3902_000497-T1__TFCN1702E3902_003767-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_00484	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_03721	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN1702E3902_000497-T1	TFCN1702E3902_003767-T1
TFCN1702E3902_000497-T1__TFCN1702E3902_004015-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_00484	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_03962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN1702E3902_000497-T1	TFCN1702E3902_004015-T1
TFCN1702E3902_000497-T1__TFCN1702E3902_002842-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_00484	Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.cds.fa_02814	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN1702E3902_000497-T1	TFCN1702E3902_002842-T1
