pair	N	S	alignmentcoverage	alignmentidentity	alignmentlength	dN	dN/dS	dS	family	g1	g2	l	node	node_averaged_dS_outlierexcluded	node_averaged_dS_outlierincluded	strippedalignmentlength	t	weightoutlierexcluded	weightoutlierincluded	gene1	gene2
TFCN152A1_003779-T1__TFCN152A1_004320-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_03730	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_04266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN152A1_003779-T1	TFCN152A1_004320-T1
TFCN152A1_003779-T1__TFCN152A1_005678-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_03730	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_05612	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN152A1_003779-T1	TFCN152A1_005678-T1
TFCN152A1_003779-T1__TFCN152A1_011554-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_03730	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_11385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN152A1_003779-T1	TFCN152A1_011554-T1
TFCN152A1_003779-T1__TFCN152A1_003990-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_03730	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_03941	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN152A1_003779-T1	TFCN152A1_003990-T1
TFCN152A1_003779-T1__TFCN152A1_005822-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_03730	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_05756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN152A1_003779-T1	TFCN152A1_005822-T1
TFCN152A1_003779-T1__TFCN152A1_005222-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_03730	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_05157	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN152A1_003779-T1	TFCN152A1_005222-T1
TFCN152A1_003779-T1__TFCN152A1_008394-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_03730	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_08291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN152A1_003779-T1	TFCN152A1_008394-T1
TFCN152A1_002124-T1__TFCN152A1_003779-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_03730	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_02108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN152A1_003779-T1	TFCN152A1_002124-T1
TFCN152A1_002578-T1__TFCN152A1_003779-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_03730	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_02550	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN152A1_003779-T1	TFCN152A1_002578-T1
TFCN152A1_003779-T1__TFCN152A1_012333-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_03730	Rhodotorula_mucilaginosa_TFCN_152A-1.cds.fa_12150	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	TFCN152A1_003779-T1	TFCN152A1_012333-T1
