pair	N	S	alignmentcoverage	alignmentidentity	alignmentlength	dN	dN/dS	dS	family	g1	g2	l	node	node_averaged_dS_outlierexcluded	node_averaged_dS_outlierincluded	strippedalignmentlength	t	weightoutlierexcluded	weightoutlierincluded	gene1	gene2
F85S5P_004941-T1__F85S5P_006620-T1	545.2	93.8	0.0457474226804123	0.0641627543035993	13968.0	0.7088	0.0075	94.2705	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_06543	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_04887	-1533.092569	0.0	4.225023529411764	55.49907756410257	639.0	43.336	NaN	0.0064102564102564	F85S5P_006620-T1	F85S5P_004941-T1
F85S5P_004941-T1__F85S5P_005066-T1	545.2	93.8	0.0457474226804123	0.0641627543035993	13968.0	0.6868	0.0063	109.512	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05008	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_04887	-1531.826768	0.0	4.225023529411764	55.49907756410257	639.0	50.0	NaN	0.0064102564102564	F85S5P_005066-T1	F85S5P_004941-T1
F85S5P_004941-T1__F85S5P_005554-T1	540.5	98.5	0.0457474226804123	0.0641627543035993	13968.0	0.8389	0.0238	35.2759	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05491	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_04887	-1553.250182	0.0	4.225023529411764	55.49907756410257	639.0	18.4372	NaN	0.0064102564102564	F85S5P_005554-T1	F85S5P_004941-T1
F85S5P_001290-T1__F85S5P_004941-T1	543.1	95.9	0.0457474226804123	0.0641627543035993	13968.0	0.9343	0.1483	6.2996	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_01280	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_04887	-1583.401804	0.0	4.225023529411764	55.49907756410257	639.0	5.2188	NaN	0.0064102564102564	F85S5P_001290-T1	F85S5P_004941-T1
F85S5P_001704-T1__F85S5P_006620-T1	543.8	95.2	0.0457474226804123	0.0641627543035993	13968.0	0.8087	0.1314	6.157	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_01689	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_06543	-1569.6966	0.0	4.225023529411764	55.49907756410257	639.0	4.8156	NaN	0.0064102564102564	F85S5P_001704-T1	F85S5P_006620-T1
F85S5P_001704-T1__F85S5P_005066-T1	535.0	104.0	0.0457474226804123	0.0641627543035993	13968.0	0.718	0.0073	98.6652	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_01689	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05008	-1562.095526	0.0	4.225023529411764	55.49907756410257	639.0	50.0	NaN	0.0064102564102564	F85S5P_001704-T1	F85S5P_005066-T1
F85S5P_001704-T1__F85S5P_005554-T1	530.1	108.9	0.0457474226804123	0.0641627543035993	13968.0	0.9309	0.0505	18.4271	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_01689	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05491	-1598.303719	0.0	4.225023529411764	55.49907756410257	639.0	11.7419	NaN	0.0064102564102564	F85S5P_001704-T1	F85S5P_005554-T1
F85S5P_001290-T1__F85S5P_001704-T1	532.7	106.3	0.0457474226804123	0.0641627543035993	13968.0	0.7839	0.0081	96.2184	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_01689	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_01280	-1595.01501	0.0	4.225023529411764	55.49907756410257	639.0	50.0	NaN	0.0064102564102564	F85S5P_001704-T1	F85S5P_001290-T1
F85S5P_000906-T1__F85S5P_004941-T1	534.8	104.2	0.0457474226804123	0.0641627543035993	13968.0	0.8516	0.1451	5.8687	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_00898	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_04887	-1583.384318	0.0	4.225023529411764	55.49907756410257	639.0	5.008	NaN	0.0064102564102564	F85S5P_000906-T1	F85S5P_004941-T1
F85S5P_000906-T1__F85S5P_001704-T1	532.3	106.7	0.0457474226804123	0.0641627543035993	13968.0	0.8301	0.1731	4.7944	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_00898	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_01689	-1602.589743	0.0	4.225023529411764	55.49907756410257	639.0	4.4754	0.0588235294117647	0.0064102564102564	F85S5P_000906-T1	F85S5P_001704-T1
F85S5P_005504-T1__F85S5P_006620-T1	546.4	92.6	0.0457474226804123	0.0641627543035993	13968.0	0.8061	0.0073	110.2505	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05441	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_06543	-1540.839951	0.0	4.225023529411764	55.49907756410257	639.0	50.0	NaN	0.0064102564102564	F85S5P_005504-T1	F85S5P_006620-T1
F85S5P_005066-T1__F85S5P_005504-T1	547.5	91.5	0.0457474226804123	0.0641627543035993	13968.0	0.6902	0.1265	5.4578	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05441	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05008	-1517.944356	0.0	4.225023529411764	55.49907756410257	639.0	4.1191	NaN	0.0064102564102564	F85S5P_005504-T1	F85S5P_005066-T1
F85S5P_005504-T1__F85S5P_005554-T1	540.3	98.7	0.0457474226804123	0.0641627543035993	13968.0	0.728	0.0466	15.6087	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05441	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05491	-1542.070456	0.0	4.225023529411764	55.49907756410257	639.0	9.0807	NaN	0.0064102564102564	F85S5P_005504-T1	F85S5P_005554-T1
F85S5P_001290-T1__F85S5P_005504-T1	549.3	89.7	0.0457474226804123	0.0641627543035993	13968.0	0.7742	0.2547	3.0401	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05441	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_01280	-1547.900344	0.0	4.225023529411764	55.49907756410257	639.0	3.277	0.0588235294117647	0.0064102564102564	F85S5P_005504-T1	F85S5P_001290-T1
F85S5P_000906-T1__F85S5P_005504-T1	534.9	104.1	0.0457474226804123	0.0641627543035993	13968.0	0.744	0.0118	63.0162	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05441	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_00898	-1567.988472	0.0	4.225023529411764	55.49907756410257	639.0	32.6595	NaN	0.0064102564102564	F85S5P_005504-T1	F85S5P_000906-T1
F85S5P_002864-T1__F85S5P_004941-T1	550.1	88.9	0.0457474226804123	0.0641627543035993	13968.0	0.8309	0.0975	8.5259	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_02835	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_04887	-1551.477611	0.0	4.225023529411764	55.49907756410257	639.0	5.7058	NaN	0.0064102564102564	F85S5P_002864-T1	F85S5P_004941-T1
F85S5P_001704-T1__F85S5P_002864-T1	543.1	95.9	0.0457474226804123	0.0641627543035993	13968.0	0.9164	0.0087	105.8403	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_02835	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_01689	-1600.258441	0.0	4.225023529411764	55.49907756410257	639.0	50.0	NaN	0.0064102564102564	F85S5P_002864-T1	F85S5P_001704-T1
F85S5P_002864-T1__F85S5P_005504-T1	545.4	93.6	0.0457474226804123	0.0641627543035993	13968.0	0.7947	0.0073	109.0982	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_02835	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05441	-1545.784489	0.0	4.225023529411764	55.49907756410257	639.0	50.0	NaN	0.0064102564102564	F85S5P_002864-T1	F85S5P_005504-T1
F85S5P_006260-T1__F85S5P_006620-T1	529.5	109.5	0.0457474226804123	0.0641627543035993	13968.0	0.7133	0.1538	4.6391	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_06188	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_06543	-1559.289228	0.0	4.225023529411764	55.49907756410257	639.0	4.1573	0.0588235294117647	0.0064102564102564	F85S5P_006260-T1	F85S5P_006620-T1
F85S5P_005066-T1__F85S5P_006260-T1	532.4	106.6	0.0457474226804123	0.0641627543035993	13968.0	0.6165	0.0064	96.8327	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_06188	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05008	-1556.338481	0.0	4.225023529411764	55.49907756410257	639.0	50.0	NaN	0.0064102564102564	F85S5P_006260-T1	F85S5P_005066-T1
F85S5P_005554-T1__F85S5P_006260-T1	522.6	116.4	0.0457474226804123	0.0641627543035993	13968.0	0.7627	0.0135	56.3017	GF00000001	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_06188	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa_05491	-1584.959779	0.0	4.225023529411764	55.49907756410257	639.0	32.6403	NaN	0.0064102564102564	F85S5P_006260-T1	F85S5P_005554-T1
