pair	N	S	alignmentcoverage	alignmentidentity	alignmentlength	dN	dN/dS	dS	family	g1	g2	l	node	node_averaged_dS_outlierexcluded	node_averaged_dS_outlierincluded	strippedalignmentlength	t	weightoutlierexcluded	weightoutlierincluded	gene1	gene2
CHIFNET13H1268_000034-T1__CHIFNET13H1268_004172-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_04120	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_00033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET13H1268_004172-T1	CHIFNET13H1268_000034-T1
CHIFNET13H1268_004172-T1__CHIFNET13H1268_005658-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_04120	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_05591	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET13H1268_004172-T1	CHIFNET13H1268_005658-T1
CHIFNET13H1268_002388-T1__CHIFNET13H1268_004172-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_04120	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_02357	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET13H1268_004172-T1	CHIFNET13H1268_002388-T1
CHIFNET13H1268_004172-T1__CHIFNET13H1268_004762-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_04120	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_04702	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET13H1268_004172-T1	CHIFNET13H1268_004762-T1
CHIFNET13H1268_004172-T1__CHIFNET13H1268_008581-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_04120	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_08463	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET13H1268_004172-T1	CHIFNET13H1268_008581-T1
CHIFNET13H1268_002925-T1__CHIFNET13H1268_004172-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_04120	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_02881	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET13H1268_004172-T1	CHIFNET13H1268_002925-T1
CHIFNET13H1268_004172-T1__CHIFNET13H1268_013689-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_04120	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_13502	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET13H1268_004172-T1	CHIFNET13H1268_013689-T1
CHIFNET13H1268_002563-T1__CHIFNET13H1268_004172-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_04120	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_02529	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET13H1268_004172-T1	CHIFNET13H1268_002563-T1
CHIFNET13H1268_004172-T1__CHIFNET13H1268_014875-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_04120	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_14659	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET13H1268_004172-T1	CHIFNET13H1268_014875-T1
CHIFNET13H1268_004172-T1__CHIFNET13H1268_008236-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_04120	Rhodotorula_mucilaginosa_CHIFNET_13H1268.cds.fa_08127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET13H1268_004172-T1	CHIFNET13H1268_008236-T1
