pair	N	S	alignmentcoverage	alignmentidentity	alignmentlength	dN	dN/dS	dS	family	g1	g2	l	node	node_averaged_dS_outlierexcluded	node_averaged_dS_outlierincluded	strippedalignmentlength	t	weightoutlierexcluded	weightoutlierincluded	gene1	gene2
CHIFNET14NJ214_001502-T1__CHIFNET14NJ214_006654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_06566	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_01485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET14NJ214_006654-T1	CHIFNET14NJ214_001502-T1
CHIFNET14NJ214_006654-T1__CHIFNET14NJ214_006865-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_06566	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_06773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET14NJ214_006654-T1	CHIFNET14NJ214_006865-T1
CHIFNET14NJ214_006152-T1__CHIFNET14NJ214_006654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_06566	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_06074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET14NJ214_006654-T1	CHIFNET14NJ214_006152-T1
CHIFNET14NJ214_006438-T1__CHIFNET14NJ214_006654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_06566	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_06352	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET14NJ214_006654-T1	CHIFNET14NJ214_006438-T1
CHIFNET14NJ214_006654-T1__CHIFNET14NJ214_008597-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_06566	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_08471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET14NJ214_006654-T1	CHIFNET14NJ214_008597-T1
CHIFNET14NJ214_000766-T1__CHIFNET14NJ214_006654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_06566	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_00758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET14NJ214_006654-T1	CHIFNET14NJ214_000766-T1
CHIFNET14NJ214_003694-T1__CHIFNET14NJ214_006654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_06566	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_03645	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET14NJ214_006654-T1	CHIFNET14NJ214_003694-T1
CHIFNET14NJ214_003942-T1__CHIFNET14NJ214_006654-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_06566	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_03890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET14NJ214_006654-T1	CHIFNET14NJ214_003942-T1
CHIFNET14NJ214_006654-T1__CHIFNET14NJ214_013775-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_06566	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_13575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET14NJ214_006654-T1	CHIFNET14NJ214_013775-T1
CHIFNET14NJ214_006654-T1__CHIFNET14NJ214_010675-T1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	GF00000001	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_06566	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa_10520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	CHIFNET14NJ214_006654-T1	CHIFNET14NJ214_010675-T1
